year,registry_group_number,registry_group_name,region,prov_terr,district,pop_on_reserve_crown_land_men,pop_on_reserve_crown_land_women,pop_on_reserve_crown_land_total,pop_off_reserve_men,pop_off_reserve_women,pop_off_reserve_total,pop_total_men,pop_total_women,pop_total_total
2022,560,Kwikwetlem First Nation,British Columbia,British Columbia,NA,32,17,49,46,38,84,78,55,133
2022,561,Douglas,British Columbia,British Columbia,NA,64,58,122,106,139,245,170,197,367
2022,562,Skatin,British Columbia,British Columbia,NA,81,50,131,149,141,290,230,191,421
2022,563,Katzie,British Columbia,British Columbia,NA,159,164,323,147,174,321,306,338,644
2022,564,Kwantlen First Nation,British Columbia,British Columbia,NA,57,49,106,132,137,269,189,186,375
2022,565,Matsqui First Nation,British Columbia,British Columbia,NA,55,58,113,84,92,176,139,150,289
2022,566,New Westminster,British Columbia,British Columbia,NA,X,X,X,X,X,X,X,X,X
2022,567,Samahquam,British Columbia,British Columbia,NA,60,48,108,124,142,266,184,190,374
2022,568,Sq'Èwlets,British Columbia,British Columbia,NA,70,54,124,86,85,171,156,139,295
2022,569,Semiahmoo,British Columbia,British Columbia,NA,28,29,57,22,28,50,50,57,107
2022,570,Shxwh·:y Village,British Columbia,British Columbia,NA,64,63,127,179,169,348,243,232,475
2022,571,Skowkale,British Columbia,British Columbia,NA,94,113,207,36,44,80,130,157,287
2022,572,Soowahlie,British Columbia,British Columbia,NA,101,102,203,95,124,219,196,226,422
2022,573,Skwah,British Columbia,British Columbia,NA,132,131,263,214,241,455,346,372,718
2022,574,Squiala First Nation,British Columbia,British Columbia,NA,83,64,147,40,31,71,123,95,218
2022,575,Tzeachten,British Columbia,British Columbia,NA,143,154,297,147,161,308,290,315,605
2022,576,Yakweakwioose,British Columbia,British Columbia,NA,19,21,40,11,30,41,30,51,81
2022,577,Tsawwassen First Nation,British Columbia,British Columbia,NA,101,97,198,97,112,209,198,209,407
2022,578,Sumas First Nation,British Columbia,British Columbia,NA,84,101,185,86,95,181,170,196,366
2022,579,Leqí·:mel First Nation,British Columbia,British Columbia,NA,70,73,143,168,179,347,238,252,490
2022,580,Kwaw-kwaw-Apilt,British Columbia,British Columbia,NA,X,X,38,X,X,15,28,25,53
2022,581,Seabird Island,British Columbia,British Columbia,NA,332,340,672,196,206,402,528,546,1074
2022,582,Skawahlook First Nation,British Columbia,British Columbia,NA,X,X,14,X,X,79,44,49,93
2022,583,Chawathil,British Columbia,British Columbia,NA,192,189,381,125,146,271,317,335,652
2022,584,Cheam,British Columbia,British Columbia,NA,132,125,257,158,162,320,290,287,577
2022,585,Popkum First Nation,British Columbia,British Columbia,NA,X,X,X,X,X,X,X,X,X
2022,586,Peters First Nation,British Columbia,British Columbia,NA,25,23,48,65,64,129,90,87,177
2022,587,Shxw'ow'hamel First Nation,British Columbia,British Columbia,NA,58,58,116,54,52,106,112,110,222
2022,588,Union Bar First Nation,British Columbia,British Columbia,NA,X,X,X,X,X,X,82,80,162
2022,589,Yale First Nation,British Columbia,British Columbia,NA,38,40,78,54,64,118,92,104,196
2022,590,Bridge River,British Columbia,British Columbia,NA,110,129,239,125,125,250,235,254,489
2022,591,Cayoose Creek,British Columbia,British Columbia,NA,42,47,89,59,63,122,101,110,211
2022,592,Xaxli'p,British Columbia,British Columbia,NA,210,198,408,336,353,689,546,551,1097
2022,593,T'it'q'et,British Columbia,British Columbia,NA,104,105,209,133,127,260,237,232,469
2022,594,Ts'kw'aylaxw First Nation,British Columbia,British Columbia,NA,138,121,259,157,174,331,295,295,590
2022,595,Tsal'alh,British Columbia,British Columbia,NA,194,182,376,177,169,346,371,351,722
2022,596,Osoyoos,British Columbia,British Columbia,NA,212,214,426,79,84,163,291,298,589
2022,597,Penticton,British Columbia,British Columbia,NA,320,310,630,242,258,500,562,568,1130
2022,598,Lower Similkameen,British Columbia,British Columbia,NA,132,130,262,170,204,374,302,334,636
2022,599,Upper Similkameen,British Columbia,British Columbia,NA,32,41,73,95,125,220,127,166,293
2022,600,Splatsin,British Columbia,British Columbia,NA,223,186,409,234,316,550,457,502,959
2022,601,Westbank First Nation,British Columbia,British Columbia,NA,238,231,469,235,244,479,473,475,948
2022,602,?aqam,British Columbia,British Columbia,NA,106,111,217,91,91,182,197,202,399
2022,603,Yaq?it ?a∑knuq?iíit First Nation,British Columbia,British Columbia,NA,59,36,95,76,81,157,135,117,252
2022,604,?Akisq'nuk First Nation,British Columbia,British Columbia,NA,81,68,149,86,96,182,167,164,331
2022,605,Shuswap Band,British Columbia,British Columbia,NA,56,55,111,79,98,177,135,153,288
2022,606,Lower Kootenay,British Columbia,British Columbia,NA,60,62,122,59,69,128,119,131,250
2022,607,Lake Babine Nation,British Columbia,British Columbia,NA,541,508,1049,706,819,1525,1247,1327,2574
2022,608,Takla Nation,British Columbia,British Columbia,NA,125,107,232,309,380,689,434,487,921
2022,609,Tsay Keh Dene,British Columbia,British Columbia,NA,122,126,248,144,133,277,266,259,525
2022,610,Kwadacha,British Columbia,British Columbia,NA,168,157,325,135,145,280,303,302,605
2022,611,Lheidli T'enneh,British Columbia,British Columbia,NA,53,52,105,285,286,571,338,338,676
2022,612,Nadleh Whuten,British Columbia,British Columbia,NA,152,125,277,162,168,330,314,293,607
2022,613,Stellat'en First Nation,British Columbia,British Columbia,NA,124,104,228,184,197,381,308,301,609
2022,614,Nak'azdli Whut'en,British Columbia,British Columbia,NA,396,364,760,601,646,1247,997,1010,2007
2022,615,Saik'uz First Nation,British Columbia,British Columbia,NA,179,163,342,284,372,656,463,535,998
2022,616,Okanagan,British Columbia,British Columbia,NA,469,439,908,590,677,1267,1059,1116,2175
2022,617,Tl'azt'en Nation,British Columbia,British Columbia,NA,265,229,494,520,544,1064,785,773,1558
2022,618,McLeod Lake,British Columbia,British Columbia,NA,70,63,133,192,241,433,262,304,566
2022,619,Ts'il Kaz Koh,British Columbia,British Columbia,NA,29,20,49,75,61,136,104,81,185
2022,620,Cheslatta Carrier Nation,British Columbia,British Columbia,NA,84,91,175,91,117,208,175,208,383
2022,622,Campbell River,British Columbia,British Columbia,NA,209,198,407,230,274,504,439,472,911
2022,623,Cape Mudge,British Columbia,British Columbia,NA,197,167,364,383,471,854,580,638,1218
2022,624,KíÛmoks First Nation,British Columbia,British Columbia,NA,46,62,108,123,119,242,169,181,350
2022,625,Kwikwasut'inuxw Haxwa'mis,British Columbia,British Columbia,NA,42,34,76,122,110,232,164,144,308
2022,626,Kwakiutl,British Columbia,British Columbia,NA,187,174,361,272,283,555,459,457,916
2022,627,Gwawaenuk Tribe,British Columbia,British Columbia,NA,X,X,12,X,X,29,24,17,41
2022,628,Kwiakah,British Columbia,British Columbia,NA,X,X,X,X,X,X,X,X,X
2022,629,Mamalilikulla First Nation,British Columbia,British Columbia,NA,28,37,65,198,190,388,226,227,453
2022,630,Mowachaht/Muchalaht,British Columbia,British Columbia,NA,150,107,257,187,171,358,337,278,615
2022,631,Namgis First Nation,British Columbia,British Columbia,NA,473,473,946,482,524,1006,955,997,1952
2022,632,Tlatlasikwala,British Columbia,British Columbia,NA,X,X,45,X,X,21,33,33,66
2022,633,Quatsino,British Columbia,British Columbia,NA,138,126,264,158,179,337,296,305,601
2022,634,Ehattesaht,British Columbia,British Columbia,NA,82,87,169,191,191,382,273,278,551
2022,635,Da'naxda'xw First Nation,British Columbia,British Columbia,NA,25,24,49,92,101,193,117,125,242
2022,636,Dzawada'enuxw First Nation,British Columbia,British Columbia,NA,74,70,144,195,206,401,269,276,545
2022,637,Tlowitsis Tribe,British Columbia,British Columbia,NA,39,34,73,184,190,374,223,224,447
2022,638,Ka:'yu:'k't'h'/Che:k'tles7et'h' First Nations,British Columbia,British Columbia,NA,90,95,185,198,202,400,288,297,585
2022,639,Nuchatlaht,British Columbia,British Columbia,NA,15,18,33,58,78,136,73,96,169
2022,640,Beecher Bay,British Columbia,British Columbia,NA,55,59,114,67,86,153,122,145,267
2022,641,Stz'uminus First Nation,British Columbia,British Columbia,NA,455,415,870,242,310,552,697,725,1422
2022,642,Cowichan,British Columbia,British Columbia,NA,1479,1453,2932,1161,1260,2421,2640,2713,5353
2022,643,Ts'uubaa-asatx,British Columbia,British Columbia,NA,X,X,X,X,X,X,X,X,X
2022,644,Esquimalt,British Columbia,British Columbia,NA,97,98,195,61,84,145,158,182,340
2022,645,Halalt,British Columbia,British Columbia,NA,50,43,93,63,55,118,113,98,211
2022,646,Lyackson,British Columbia,British Columbia,NA,19,18,37,85,105,190,104,123,227
2022,647,Malahat Nation,British Columbia,British Columbia,NA,107,89,196,85,77,162,192,166,358
2022,648,Snuneymuxw First Nation,British Columbia,British Columbia,NA,362,359,721,586,614,1200,948,973,1921
2022,649,Nanoose First Nation,British Columbia,British Columbia,NA,84,104,188,40,43,83,124,147,271
2022,650,Penelakut Tribe,British Columbia,British Columbia,NA,298,287,585,293,255,548,591,542,1133
2022,651,Qualicum First Nation,British Columbia,British Columbia,NA,28,27,55,29,56,85,57,83,140
2022,652,Pauquachin,British Columbia,British Columbia,NA,136,126,262,51,103,154,187,229,416
2022,653,W?JO?E?P ,British Columbia,British Columbia,NA,357,315,672,184,195,379,541,510,1051
2022,654,Tsawout First Nation,British Columbia,British Columbia,NA,328,334,662,138,177,315,466,511,977
2022,655,Tseycum,British Columbia,British Columbia,NA,67,64,131,35,40,75,102,104,206
2022,656,Songhees Nation,British Columbia,British Columbia,NA,193,203,396,122,131,253,315,334,649
2022,657,T'Sou-ke First Nation,British Columbia,British Columbia,NA,59,68,127,88,104,192,147,172,319
2022,658,Pacheedaht First Nation,British Columbia,British Columbia,NA,57,67,124,67,100,167,124,167,291
2022,659,Ahousaht,British Columbia,British Columbia,NA,431,422,853,661,718,1379,1092,1140,2232
2022,660,Tla-o-qui-aht First Nations,British Columbia,British Columbia,NA,225,222,447,364,389,753,589,611,1200
2022,661,Hesquiaht,British Columbia,British Columbia,NA,84,65,149,266,339,605,350,404,754
2022,662,Ditidaht,British Columbia,British Columbia,NA,122,106,228,256,289,545,378,395,773
2022,663,Huu-ay-aht First Nations,British Columbia,British Columbia,NA,63,64,127,275,305,580,338,369,707
2022,664,Hupacasath First Nation,British Columbia,British Columbia,NA,71,83,154,111,95,206,182,178,360
2022,665,Tseshaht,British Columbia,British Columbia,NA,243,263,506,347,419,766,590,682,1272
2022,666,Toquaht,British Columbia,British Columbia,NA,X,X,21,X,X,127,72,76,148
2022,667,Uchucklesaht,British Columbia,British Columbia,NA,X,X,33,X,X,214,115,132,247
2022,668,Ucluelet First Nation,British Columbia,British Columbia,NA,122,106,228,218,225,443,340,331,671
2022,669,Old Massett Village Council,British Columbia,British Columbia,NA,413,354,767,1159,1286,2445,1572,1640,3212
2022,670,Skidegate,British Columbia,British Columbia,NA,319,349,668,525,530,1055,844,879,1723
2022,671,Nisga'a Village of Gingolx,British Columbia,British Columbia,NA,259,213,472,776,781,1557,1035,994,2029
2022,672,Gitxaa?a Nation,British Columbia,British Columbia,NA,267,226,493,761,840,1601,1028,1066,2094
2022,673,Metlakatla First Nation,British Columbia,British Columbia,NA,51,62,113,456,474,930,507,536,1043
2022,674,Lax Kw'alaams,British Columbia,British Columbia,NA,409,341,750,1580,1749,3329,1989,2090,4079
2022,675,Gitga'at First Nation,British Columbia,British Columbia,NA,83,86,169,318,361,679,401,447,848
2022,676,Haisla Nation,British Columbia,British Columbia,NA,372,302,674,605,744,1349,977,1046,2023
2022,677,Gitlaxt'aamiks Village Government,British Columbia,British Columbia,NA,496,428,924,459,477,936,955,905,1860
2022,678,Nisga'a Village of Laxgalt'sap,British Columbia,British Columbia,NA,368,292,660,552,619,1171,920,911,1831
2022,679,Nisga'a Village of Gitwinksihlkw,British Columbia,British Columbia,NA,89,114,203,91,87,178,180,201,381
2022,680,Kitselas,British Columbia,British Columbia,NA,147,175,322,204,218,422,351,393,744
2022,681,Kitsumkalum,British Columbia,British Columbia,NA,130,122,252,269,304,573,399,426,825
2022,682,Tahltan,British Columbia,British Columbia,NA,176,147,323,840,901,1741,1016,1048,2064
2022,683,Iskut,British Columbia,British Columbia,NA,207,175,382,212,224,436,419,399,818
2022,684,Adams Lake,British Columbia,British Columbia,NA,223,207,430,189,230,419,412,437,849
2022,685,Ashcroft,British Columbia,British Columbia,NA,43,35,78,154,132,286,197,167,364
2022,686,Bonaparte,British Columbia,British Columbia,NA,101,97,198,405,434,839,506,531,1037
2022,687,Skeetchestn,British Columbia,British Columbia,NA,129,121,250,151,163,314,280,284,564
2022,688,Tk'eml˙ps te SecwÈpemc,British Columbia,British Columbia,NA,329,332,661,373,460,833,702,792,1494
2022,689,Little Shuswap Lake,British Columbia,British Columbia,NA,127,110,237,69,64,133,196,174,370
2022,690,Neskonlith,British Columbia,British Columbia,NA,170,151,321,176,174,350,346,325,671
2022,691,Simpcw First Nation,British Columbia,British Columbia,NA,117,113,230,260,292,552,377,405,782
2022,692,Oregon Jack Creek,British Columbia,British Columbia,NA,X,X,23,X,X,50,31,42,73
2022,693,Coldwater,British Columbia,British Columbia,NA,190,195,385,254,269,523,444,464,908
2022,694,Cook's Ferry,British Columbia,British Columbia,NA,42,36,78,141,158,299,183,194,377
2022,695,Lower Nicola,British Columbia,British Columbia,NA,277,267,544,397,485,882,674,752,1426
2022,696,Nicomen,British Columbia,British Columbia,NA,35,30,65,60,51,111,95,81,176
